"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" La Jolla Pier, California: Latitude 32.9N Longitude 117.3W Elevation 10m                  "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 17-Oct-2019 last updated 13-Nov-2019                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1988, 03,   32217, 1988.2049,   353.55,   350.57,     354.70,   351.71,     353.55,   350.57
1988, 04,   32248, 1988.2896,   355.17,   351.38,     355.76,   351.96,     355.17,   351.38
1988, 05,   32278, 1988.3716,   356.65,   352.77,     356.05,   352.19,     356.65,   352.77
1988, 06,   32309, 1988.4563,   354.35,   352.73,     353.96,   352.41,     354.35,   352.73
1988, 07,   32339, 1988.5383,   351.47,   354.36,     349.63,   352.60,     351.47,   354.36
1988, 08,   32370, 1988.6230,   346.61,   353.13,     346.22,   352.77,     346.61,   353.13
1988, 09,   32401, 1988.7077,   348.52,   354.29,     347.18,   352.90,     348.52,   354.29
1988, 10,   32431, 1988.7896,   350.27,   352.85,     350.47,   353.01,     350.27,   352.85
1988, 11,   32462, 1988.8743,   352.40,   352.54,     352.98,   353.09,     352.40,   352.54
1988, 12,   32492, 1988.9563,   354.71,   353.54,     354.35,   353.16,     354.71,   353.54
1989, 01,   32523, 1989.0411,   355.65,   353.55,     355.33,   353.23,     355.65,   353.55
1989, 02,   32554, 1989.1260,   355.55,   353.02,     355.82,   353.28,     355.55,   353.02
1989, 03,   32582, 1989.2027,   356.25,   353.27,     356.32,   353.33,     356.25,   353.27
1989, 04,   32613, 1989.2877,   357.07,   353.27,     357.20,   353.38,     357.07,   353.27
1989, 05,   32643, 1989.3699,   357.14,   353.22,     357.35,   353.44,     357.14,   353.22
1989, 06,   32674, 1989.4548,   354.90,   353.20,     355.14,   353.51,     354.90,   353.20
1989, 07,   32704, 1989.5370,   350.86,   353.69,     350.67,   353.59,     350.86,   353.69
1989, 08,   32735, 1989.6219,   347.20,   353.74,     347.10,   353.67,     347.20,   353.74
1989, 09,   32766, 1989.7068,   346.89,   352.72,     347.99,   353.77,     346.89,   352.72
1989, 10,   32796, 1989.7890,   350.86,   353.49,     351.30,   353.87,     350.86,   353.49
1989, 11,   32827, 1989.8740,   353.81,   353.96,     353.86,   353.99,     353.81,   353.96
1989, 12,   32857, 1989.9562,   354.39,   353.22,     355.30,   354.10,     354.39,   353.22
1990, 01,   32888, 1990.0411,   356.95,   354.84,     356.34,   354.22,     356.95,   354.84
1990, 02,   32919, 1990.1260,   357.14,   354.60,     356.89,   354.34,     357.14,   354.60
1990, 03,   32947, 1990.2027,   357.78,   354.78,     357.45,   354.44,     357.78,   354.78
1990, 04,   32978, 1990.2877,   357.80,   353.97,     358.40,   354.56,     357.80,   353.97
1990, 05,   33008, 1990.3699,   359.06,   355.11,     358.60,   354.67,     359.06,   355.11
1990, 06,   33039, 1990.4548,   355.90,   354.19,     356.43,   354.79,     355.90,   354.19
1990, 07,   33069, 1990.5370,   351.68,   354.53,     351.97,   354.91,     351.68,   354.53
1990, 08,   33100, 1990.6219,   348.14,   354.73,     348.42,   355.03,     348.14,   354.73
1990, 09,   33131, 1990.7068,   349.50,   355.36,     349.35,   355.17,     349.50,   355.36
1990, 10,   33161, 1990.7890,   353.22,   355.86,     352.71,   355.30,     353.22,   355.86
1990, 11,   33192, 1990.8740,   355.00,   355.16,     355.31,   355.44,     355.00,   355.16
1990, 12,   33222, 1990.9562,   355.97,   354.79,     356.78,   355.58,     355.97,   354.79
1991, 01,   33253, 1991.0411,   -99.99,   -99.99,     357.86,   355.72,     357.86,   355.72
1991, 02,   33284, 1991.1260,   358.47,   355.91,     358.44,   355.87,     358.47,   355.91
1991, 03,   33312, 1991.2027,   359.80,   356.78,     359.02,   355.99,     359.80,   356.78
1991, 04,   33343, 1991.2877,   359.69,   355.84,     359.99,   356.12,     359.69,   355.84
1991, 05,   33373, 1991.3699,   360.59,   356.62,     360.20,   356.24,     360.59,   356.62
1991, 06,   33404, 1991.4548,   357.61,   355.90,     358.00,   356.35,     357.61,   355.90
1991, 07,   33434, 1991.5370,   354.77,   357.64,     353.49,   356.44,     354.77,   357.64
1991, 08,   33465, 1991.6219,   350.15,   356.78,     349.87,   356.52,     350.15,   356.78
1991, 09,   33496, 1991.7068,   350.30,   356.20,     350.73,   356.59,     350.30,   356.20
1991, 10,   33526, 1991.7890,   353.99,   356.64,     354.04,   356.64,     353.99,   356.64
1991, 11,   33557, 1991.8740,   357.86,   358.01,     356.56,   356.68,     357.86,   358.01
1991, 12,   33587, 1991.9562,   357.67,   356.47,     357.92,   356.71,     357.67,   356.47
1992, 01,   33618, 1992.0410,   359.41,   357.28,     358.88,   356.73,     359.41,   357.28
1992, 02,   33649, 1992.1257,   358.86,   356.28,     359.33,   356.74,     358.86,   356.28
1992, 03,   33678, 1992.2049,   359.59,   356.53,     359.82,   356.75,     359.59,   356.53
1992, 04,   33709, 1992.2896,   360.58,   356.69,     360.67,   356.76,     360.58,   356.69
1992, 05,   33739, 1992.3716,   360.93,   356.95,     360.74,   356.78,     360.93,   356.95
1992, 06,   33770, 1992.4563,   359.22,   357.56,     358.39,   356.79,     359.22,   357.56
1992, 07,   33800, 1992.5383,   352.85,   355.81,     353.76,   356.81,     352.85,   355.81
1992, 08,   33831, 1992.6230,   350.36,   357.05,     350.12,   356.83,     350.36,   357.05
1992, 09,   33862, 1992.7077,   350.01,   355.93,     351.00,   356.87,     350.01,   355.93
1992, 10,   33892, 1992.7896,   353.87,   356.52,     354.31,   356.91,     353.87,   356.52
1992, 11,   33923, 1992.8743,   -99.99,   -99.99,     356.85,   356.97,     356.85,   356.97
1992, 12,   33953, 1992.9563,   358.37,   357.16,     358.26,   357.04,     358.37,   357.16
1993, 01,   33984, 1993.0411,   359.58,   357.43,     359.28,   357.12,     359.58,   357.43
1993, 02,   34015, 1993.1260,   359.81,   357.21,     359.81,   357.21,     359.81,   357.21
1993, 03,   34043, 1993.2027,   360.08,   357.03,     360.36,   357.29,     360.08,   357.03
1993, 04,   34074, 1993.2877,   361.29,   357.38,     361.30,   357.39,     361.29,   357.38
1993, 05,   34104, 1993.3699,   362.12,   358.10,     361.50,   357.49,     362.12,   358.10
1993, 06,   34135, 1993.4548,   359.87,   358.13,     359.28,   357.60,     359.87,   358.13
1993, 07,   34165, 1993.5370,   354.50,   357.41,     354.72,   357.71,     354.50,   357.41
1993, 08,   34196, 1993.6219,   350.97,   357.68,     351.10,   357.83,     350.97,   357.68
1993, 09,   34227, 1993.7068,   351.57,   357.55,     352.03,   357.96,     351.57,   357.55
1993, 10,   34257, 1993.7890,   355.33,   358.02,     355.46,   358.10,     355.33,   358.02
1993, 11,   34288, 1993.8740,   357.11,   357.26,     358.12,   358.25,     357.11,   357.26
1993, 12,   34318, 1993.9562,   359.93,   358.73,     359.63,   358.40,     359.93,   358.73
1994, 01,   34349, 1994.0411,   360.38,   358.22,     360.74,   358.57,     360.38,   358.22
1994, 02,   34380, 1994.1260,   361.44,   358.82,     361.36,   358.74,     361.44,   358.82
1994, 03,   34408, 1994.2027,   361.89,   358.82,     361.98,   358.89,     361.89,   358.82
1994, 04,   34439, 1994.2877,   362.79,   358.86,     363.00,   359.06,     362.79,   358.86
1994, 05,   34469, 1994.3699,   363.67,   359.63,     363.26,   359.23,     363.67,   359.63
1994, 06,   34500, 1994.4548,   361.66,   359.92,     361.07,   359.39,     361.66,   359.92
1994, 07,   34530, 1994.5370,   356.93,   359.86,     356.52,   359.53,     356.93,   359.86
1994, 08,   34561, 1994.6219,   352.82,   359.57,     352.90,   359.68,     352.82,   359.57
1994, 09,   34592, 1994.7068,   352.61,   358.62,     353.86,   359.82,     352.61,   358.62
1994, 10,   34622, 1994.7890,   357.13,   359.84,     357.31,   359.96,     357.13,   359.84
1994, 11,   34653, 1994.8740,   359.68,   359.83,     359.98,   360.11,     359.68,   359.83
1994, 12,   34683, 1994.9562,   362.65,   361.44,     361.49,   360.25,     362.65,   361.44
1995, 01,   34714, 1995.0411,   362.21,   360.04,     362.59,   360.40,     362.21,   360.04
1995, 02,   34745, 1995.1260,   362.70,   360.07,     363.19,   360.56,     362.70,   360.07
1995, 03,   34773, 1995.2027,   363.52,   360.43,     363.80,   360.70,     363.52,   360.43
1995, 04,   34804, 1995.2877,   364.71,   360.76,     364.82,   360.86,     364.71,   360.76
1995, 05,   34834, 1995.3699,   364.31,   360.24,     365.08,   361.02,     364.31,   360.24
1995, 06,   34865, 1995.4548,   363.64,   361.88,     362.89,   361.19,     363.64,   361.88
1995, 07,   34895, 1995.5370,   358.90,   361.85,     358.33,   361.36,     358.90,   361.85
1995, 08,   34926, 1995.6219,   354.02,   360.82,     354.70,   361.52,     354.02,   360.82
1995, 09,   34957, 1995.7068,   356.54,   362.60,     355.69,   361.69,     356.54,   362.60
1995, 10,   34987, 1995.7890,   359.20,   361.93,     359.18,   361.85,     359.20,   361.93
1995, 11,   35018, 1995.8740,   360.83,   360.98,     361.88,   362.01,     360.83,   360.98
1995, 12,   35048, 1995.9562,   -99.99,   -99.99,     363.40,   362.16,     363.40,   362.16
1996, 01,   35079, 1996.0410,   364.53,   362.34,     364.51,   362.31,     364.53,   362.34
1996, 02,   35110, 1996.1257,   365.19,   362.54,     365.10,   362.45,     365.19,   362.54
1996, 03,   35139, 1996.2049,   365.82,   362.69,     365.72,   362.58,     365.82,   362.69
1996, 04,   35170, 1996.2896,   366.50,   362.51,     366.71,   362.71,     366.50,   362.51
1996, 05,   35200, 1996.3716,   366.94,   362.86,     366.89,   362.82,     366.94,   362.86
1996, 06,   35231, 1996.4563,   365.07,   363.37,     364.57,   362.94,     365.07,   363.37
1996, 07,   35261, 1996.5383,   359.41,   362.45,     359.91,   363.04,     359.41,   362.45
1996, 08,   35292, 1996.6230,   357.34,   364.20,     356.25,   363.13,     357.34,   364.20
1996, 09,   35323, 1996.7077,   357.20,   363.26,     357.20,   363.22,     357.20,   363.26
1996, 10,   35353, 1996.7896,   360.29,   363.01,     360.63,   363.30,     360.29,   363.01
1996, 11,   35384, 1996.8743,   363.12,   363.27,     363.25,   363.38,     363.12,   363.27
1996, 12,   35414, 1996.9563,   -99.99,   -99.99,     364.71,   363.46,     364.71,   363.46
1997, 01,   35445, 1997.0411,   365.45,   363.25,     365.75,   363.54,     365.45,   363.25
1997, 02,   35476, 1997.1260,   366.39,   363.73,     366.29,   363.63,     366.39,   363.73
1997, 03,   35504, 1997.2027,   367.09,   363.95,     366.85,   363.71,     367.09,   363.95
1997, 04,   35535, 1997.2877,   368.10,   364.10,     367.82,   363.81,     368.10,   364.10
1997, 05,   35565, 1997.3699,   368.48,   364.35,     368.01,   363.91,     368.48,   364.35
1997, 06,   35596, 1997.4548,   365.79,   364.01,     365.74,   364.02,     365.79,   364.01
1997, 07,   35626, 1997.5370,   360.85,   363.83,     361.08,   364.14,     360.85,   363.83
1997, 08,   35657, 1997.6219,   356.88,   363.76,     357.38,   364.28,     356.88,   363.76
1997, 09,   35688, 1997.7068,   358.27,   364.40,     358.37,   364.44,     358.27,   364.40
1997, 10,   35718, 1997.7890,   361.26,   364.02,     361.91,   364.62,     361.26,   364.02
1997, 11,   35749, 1997.8740,   364.43,   364.59,     364.69,   364.82,     364.43,   364.59
1997, 12,   35779, 1997.9562,   366.38,   365.14,     366.29,   365.03,     366.38,   365.14
1998, 01,   35810, 1998.0411,   366.87,   364.65,     367.49,   365.27,     366.87,   364.65
1998, 02,   35841, 1998.1260,   368.04,   365.36,     368.21,   365.52,     368.04,   365.36
1998, 03,   35869, 1998.2027,   367.99,   364.83,     368.93,   365.77,     367.99,   364.83
1998, 04,   35900, 1998.2877,   370.38,   366.36,     370.08,   366.05,     370.38,   366.36
1998, 05,   35930, 1998.3699,   370.27,   366.12,     370.47,   366.33,     370.27,   366.12
1998, 06,   35961, 1998.4548,   367.02,   365.23,     368.36,   366.63,     367.02,   365.23
1998, 07,   35991, 1998.5370,   364.93,   367.93,     363.84,   366.92,     364.93,   367.93
1998, 08,   36022, 1998.6219,   360.57,   367.49,     360.27,   367.21,     360.57,   367.49
1998, 09,   36053, 1998.7068,   361.90,   368.06,     361.37,   367.49,     361.90,   368.06
1998, 10,   36083, 1998.7890,   366.10,   368.88,     365.01,   367.73,     366.10,   368.88
1998, 11,   36114, 1998.8740,   -99.99,   -99.99,     367.83,   367.96,     367.83,   367.96
1998, 12,   36144, 1998.9562,   370.21,   368.97,     369.42,   368.15,     370.21,   368.97
1999, 01,   36175, 1999.0411,   369.50,   367.26,     370.57,   368.33,     369.50,   367.26
1999, 02,   36206, 1999.1260,   371.64,   368.95,     371.18,   368.48,     371.64,   368.95
1999, 03,   36234, 1999.2027,   371.86,   368.69,     371.78,   368.59,     371.86,   368.69
1999, 04,   36265, 1999.2877,   373.55,   369.51,     372.76,   368.70,     373.55,   369.51
1999, 05,   36295, 1999.3699,   373.91,   369.74,     372.94,   368.78,     373.91,   369.74
1999, 06,   36326, 1999.4548,   370.58,   368.77,     370.58,   368.85,     370.58,   368.77
1999, 07,   36356, 1999.5370,   364.88,   367.90,     365.80,   368.91,     364.88,   367.90
1999, 08,   36387, 1999.6219,   363.60,   370.56,     361.97,   368.96,     363.60,   370.56
1999, 09,   36418, 1999.7068,   361.31,   367.51,     362.86,   369.02,     361.31,   367.51
1999, 10,   36448, 1999.7890,   365.88,   368.67,     366.34,   369.08,     365.88,   368.67
1999, 11,   36479, 1999.8740,   368.35,   368.51,     369.01,   369.15,     368.35,   368.51
1999, 12,   36509, 1999.9562,   369.97,   368.71,     370.49,   369.22,     369.97,   368.71
2000, 01,   36540, 2000.0410,   370.14,   367.90,     371.55,   369.30,     370.14,   367.90
2000, 02,   36571, 2000.1257,   372.41,   369.70,     372.10,   369.39,     372.41,   369.70
2000, 03,   36600, 2000.2049,   373.44,   370.24,     372.70,   369.48,     373.44,   370.24
2000, 04,   36631, 2000.2896,   373.93,   369.84,     373.67,   369.57,     373.93,   369.84
2000, 05,   36661, 2000.3716,   374.31,   370.13,     373.83,   369.67,     374.31,   370.13
2000, 06,   36692, 2000.4563,   371.41,   369.67,     371.45,   369.77,     371.41,   369.67
2000, 07,   36722, 2000.5383,   366.09,   369.21,     366.68,   369.88,     366.09,   369.21
2000, 08,   36753, 2000.6230,   362.34,   369.37,     362.94,   370.00,     362.34,   369.37
2000, 09,   36784, 2000.7077,   363.12,   369.33,     363.96,   370.12,     363.12,   369.33
2000, 10,   36814, 2000.7896,   368.11,   370.89,     367.53,   370.25,     368.11,   370.89
2000, 11,   36845, 2000.8743,   370.64,   370.79,     370.27,   370.39,     370.64,   370.79
2000, 12,   36875, 2000.9563,   371.42,   370.16,     371.81,   370.53,     371.42,   370.16
2001, 01,   36906, 2001.0411,   372.31,   370.05,     372.94,   370.67,     372.31,   370.05
2001, 02,   36937, 2001.1260,   373.88,   371.15,     373.55,   370.82,     373.88,   371.15
2001, 03,   36965, 2001.2027,   374.30,   371.09,     374.16,   370.94,     374.30,   371.09
2001, 04,   36996, 2001.2877,   375.79,   371.69,     375.18,   371.07,     375.79,   371.69
2001, 05,   37026, 2001.3699,   376.55,   372.33,     375.40,   371.19,     376.55,   372.33
2001, 06,   37057, 2001.4548,   373.38,   371.56,     373.07,   371.31,     373.38,   371.56
2001, 07,   37087, 2001.5370,   366.84,   369.89,     368.28,   371.42,     366.84,   369.89
2001, 08,   37118, 2001.6219,   364.88,   371.92,     364.47,   371.55,     364.88,   371.92
2001, 09,   37149, 2001.7068,   364.18,   370.45,     365.45,   371.68,     364.18,   370.45
2001, 10,   37179, 2001.7890,   368.36,   371.18,     369.05,   371.82,     368.36,   371.18
2001, 11,   37210, 2001.8740,   372.72,   372.89,     371.83,   371.97,     372.72,   372.89
2001, 12,   37240, 2001.9562,   373.31,   372.05,     373.41,   372.12,     373.31,   372.05
2002, 01,   37271, 2002.0411,   375.06,   372.79,     374.57,   372.28,     375.06,   372.79
2002, 02,   37302, 2002.1260,   375.17,   372.43,     375.20,   372.45,     375.17,   372.43
2002, 03,   37330, 2002.2027,   376.58,   373.35,     375.85,   372.61,     376.58,   373.35
2002, 04,   37361, 2002.2877,   376.27,   372.15,     376.92,   372.79,     376.27,   372.15
2002, 05,   37391, 2002.3699,   377.23,   372.98,     377.21,   372.98,     377.23,   372.98
2002, 06,   37422, 2002.4548,   374.22,   372.39,     374.95,   373.18,     374.22,   372.39
2002, 07,   37452, 2002.5370,   370.71,   373.78,     370.23,   373.38,     370.71,   373.78
2002, 08,   37483, 2002.6219,   364.21,   371.29,     366.50,   373.61,     364.21,   371.29
2002, 09,   37514, 2002.7068,   368.04,   374.35,     367.58,   373.84,     368.04,   374.35
2002, 10,   37544, 2002.7890,   371.32,   374.16,     371.29,   374.08,     371.32,   374.16
2002, 11,   37575, 2002.8740,   373.09,   373.25,     374.19,   374.32,     373.09,   373.25
2002, 12,   37605, 2002.9562,   376.05,   374.78,     375.86,   374.56,     376.05,   374.78
2003, 01,   37636, 2003.0411,   -99.99,   -99.99,     377.10,   374.81,     377.10,   374.81
2003, 02,   37667, 2003.1260,   377.99,   375.23,     377.82,   375.05,     377.99,   375.23
2003, 03,   37695, 2003.2027,   378.27,   375.03,     378.53,   375.27,     378.27,   375.03
2003, 04,   37726, 2003.2877,   380.07,   375.93,     379.65,   375.50,     380.07,   375.93
2003, 05,   37756, 2003.3699,   379.94,   375.67,     379.97,   375.71,     379.94,   375.67
2003, 06,   37787, 2003.4548,   378.40,   376.55,     377.70,   375.92,     378.40,   376.55
2003, 07,   37817, 2003.5370,   373.18,   376.27,     372.94,   376.12,     373.18,   376.27
2003, 08,   37848, 2003.6219,   368.62,   375.75,     369.16,   376.31,     368.62,   375.75
2003, 09,   37879, 2003.7068,   368.97,   375.32,     370.20,   376.50,     368.97,   375.32
2003, 10,   37909, 2003.7890,   374.02,   376.88,     373.88,   376.68,     374.02,   376.88
2003, 11,   37940, 2003.8740,   377.38,   377.55,     376.72,   376.85,     377.38,   377.55
2003, 12,   37970, 2003.9562,   378.78,   377.50,     378.32,   377.01,     378.78,   377.50
2004, 01,   38001, 2004.0410,   380.07,   377.78,     379.48,   377.17,     380.07,   377.78
2004, 02,   38032, 2004.1257,   380.23,   377.46,     380.10,   377.32,     380.23,   377.46
2004, 03,   38061, 2004.2049,   380.97,   377.69,     380.74,   377.44,     380.97,   377.69
2004, 04,   38092, 2004.2896,   381.77,   377.59,     381.77,   377.57,     381.77,   377.59
2004, 05,   38122, 2004.3716,   381.80,   377.52,     381.96,   377.70,     381.80,   377.52
2004, 06,   38153, 2004.4563,   379.58,   377.80,     379.54,   377.82,     379.58,   377.80
2004, 07,   38183, 2004.5383,   376.15,   379.34,     374.67,   377.94,     376.15,   379.34
2004, 08,   38214, 2004.6230,   369.68,   376.88,     370.85,   378.07,     369.68,   376.88
2004, 09,   38245, 2004.7077,   370.39,   376.75,     371.90,   378.21,     370.39,   376.75
2004, 10,   38275, 2004.7896,   375.61,   378.46,     375.55,   378.34,     375.61,   378.46
2004, 11,   38306, 2004.8743,   -99.99,   -99.99,     378.37,   378.50,     378.37,   378.50
2004, 12,   38336, 2004.9563,   380.15,   378.86,     379.96,   378.65,     380.15,   378.86
2005, 01,   38367, 2005.0411,   380.00,   377.69,     381.15,   378.82,     380.00,   377.69
2005, 02,   38398, 2005.1260,   382.24,   379.44,     381.80,   379.00,     382.24,   379.44
2005, 03,   38426, 2005.2027,   382.78,   379.50,     382.48,   379.18,     382.78,   379.50
2005, 04,   38457, 2005.2877,   383.45,   379.25,     383.59,   379.38,     383.45,   379.25
2005, 05,   38487, 2005.3699,   383.86,   379.53,     383.89,   379.58,     383.86,   379.53
2005, 06,   38518, 2005.4548,   382.34,   380.47,     381.60,   379.80,     382.34,   380.47
2005, 07,   38548, 2005.5370,   376.80,   379.93,     376.81,   380.03,     376.80,   379.93
2005, 08,   38579, 2005.6219,   372.16,   379.37,     373.02,   380.26,     372.16,   379.37
2005, 09,   38610, 2005.7068,   373.74,   380.17,     374.13,   380.51,     373.74,   380.17
2005, 10,   38640, 2005.7890,   377.74,   380.63,     377.92,   380.75,     377.74,   380.63
2005, 11,   38671, 2005.8740,   379.43,   379.60,     380.87,   381.01,     379.43,   379.60
2005, 12,   38701, 2005.9562,   382.47,   381.17,     382.58,   381.26,     382.47,   381.17
2006, 01,   38732, 2006.0411,   384.18,   381.86,     383.86,   381.52,     384.18,   381.86
2006, 02,   38763, 2006.1260,   385.30,   382.50,     384.59,   381.77,     385.30,   382.50
2006, 03,   38791, 2006.2027,   385.81,   382.50,     385.31,   381.99,     385.81,   382.50
2006, 04,   38822, 2006.2877,   386.16,   381.94,     386.45,   382.22,     386.16,   381.94
2006, 05,   38852, 2006.3699,   386.65,   382.30,     386.77,   382.44,     386.65,   382.30
2006, 06,   38883, 2006.4548,   384.23,   382.35,     384.45,   382.64,     384.23,   382.35
2006, 07,   38913, 2006.5370,   381.66,   384.80,     379.60,   382.83,     381.66,   384.80
2006, 08,   38944, 2006.6219,   375.97,   383.22,     375.73,   383.01,     375.97,   383.22
2006, 09,   38975, 2006.7068,   376.85,   383.31,     376.76,   383.17,     376.85,   383.31
2006, 10,   39005, 2006.7890,   379.77,   382.68,     380.47,   383.32,     379.77,   382.68
2006, 11,   39036, 2006.8740,   383.09,   383.26,     383.33,   383.47,     383.09,   383.26
2006, 12,   39066, 2006.9562,   -99.99,   -99.99,     384.94,   383.61,     384.94,   383.61
2007, 01,   39097, 2007.0411,   386.18,   383.84,     386.10,   383.75,     386.18,   383.84
2007, 02,   39128, 2007.1260,   386.75,   383.93,     386.72,   383.88,     386.75,   383.93
2007, 03,   39156, 2007.2027,   387.46,   384.13,     387.34,   384.01,     387.46,   384.13
2007, 04,   39187, 2007.2877,   389.10,   384.86,     388.39,   384.14,     389.10,   384.86
2007, 05,   39217, 2007.3699,   387.78,   383.41,     388.63,   384.27,     387.78,   383.41
2007, 06,   39248, 2007.4548,   386.02,   384.13,     386.23,   384.41,     386.02,   384.13
2007, 07,   39278, 2007.5370,   381.18,   384.34,     381.30,   384.55,     381.18,   384.34
2007, 08,   39309, 2007.6219,   378.08,   385.37,     377.37,   384.69,     378.08,   385.37
2007, 09,   39340, 2007.7068,   378.36,   384.86,     378.39,   384.84,     378.36,   384.86
2007, 10,   39370, 2007.7890,   381.97,   384.89,     382.11,   384.98,     381.97,   384.89
2007, 11,   39401, 2007.8740,   -99.99,   -99.99,     384.98,   385.12,     384.98,   385.12
2007, 12,   39431, 2007.9562,   386.10,   384.79,     386.59,   385.26,     386.10,   384.79
2008, 01,   39462, 2008.0410,   388.24,   385.89,     387.76,   385.40,     388.24,   385.89
2008, 02,   39493, 2008.1257,   388.24,   385.40,     388.38,   385.54,     388.24,   385.40
2008, 03,   39522, 2008.2049,   -99.99,   -99.99,     389.05,   385.67,     389.05,   385.67
2008, 04,   39553, 2008.2896,   390.37,   386.09,     390.10,   385.81,     390.37,   386.09
2008, 05,   39583, 2008.3716,   390.15,   385.77,     390.30,   385.94,     390.15,   385.77
2008, 06,   39614, 2008.4563,   388.76,   386.94,     387.83,   386.07,     388.76,   386.94
2008, 07,   39644, 2008.5383,   381.91,   385.17,     382.85,   386.20,     381.91,   385.17
2008, 08,   39675, 2008.6230,   379.75,   387.11,     378.95,   386.34,     379.75,   387.11
2008, 09,   39706, 2008.7077,   -99.99,   -99.99,     380.02,   386.47,     380.02,   386.47
2008, 10,   39736, 2008.7896,   383.20,   386.08,     383.80,   386.68,     383.20,   386.08
2008, 11,   39767, 2008.8743,   386.93,   386.95,     386.79,   386.80,     386.93,   386.95
2008, 12,   39797, 2008.9563,   388.97,   387.53,     388.36,   386.92,     388.97,   387.53
2009, 01,   39828, 2009.0411,   388.55,   386.13,     389.43,   387.02,     388.55,   386.13
2009, 02,   39859, 2009.1260,   390.41,   387.28,     390.25,   387.13,     390.41,   387.28
2009, 03,   39887, 2009.2027,   391.10,   387.42,     390.90,   387.22,     391.10,   387.42
2009, 04,   39918, 2009.2877,   391.55,   387.32,     391.55,   387.32,     391.55,   387.32
2009, 05,   39948, 2009.3699,   391.99,   387.79,     391.62,   387.42,     391.99,   387.79
2009, 06,   39979, 2009.4548,   388.99,   387.29,     389.22,   387.53,     388.99,   387.29
2009, 07,   40009, 2009.5370,   -99.99,   -99.99,     384.15,   387.66,     384.15,   387.66
2009, 08,   40040, 2009.6219,   380.99,   388.42,     380.34,   387.78,     380.99,   388.42
2009, 09,   40071, 2009.7068,   379.08,   385.40,     381.60,   387.93,     379.08,   385.40
2009, 10,   40101, 2009.7890,   383.63,   386.46,     385.26,   388.09,     383.63,   386.46
2009, 11,   40132, 2009.8740,   386.31,   386.48,     388.10,   388.27,     386.31,   386.48
2009, 12,   40162, 2009.9562,   391.04,   389.57,     389.93,   388.46,     391.04,   389.57
2010, 01,   40193, 2010.0411,   390.69,   388.23,     391.14,   388.67,     390.69,   388.23
2010, 02,   40224, 2010.1260,   390.80,   387.61,     392.09,   388.90,     390.80,   387.61
2010, 03,   40252, 2010.2027,   392.36,   388.61,     392.86,   389.11,     392.36,   388.61
2010, 04,   40283, 2010.2877,   394.23,   390.04,     393.54,   389.35,     394.23,   390.04
